order_id,product_id,add_to_cart_order,reordered
295870,5785,21,1
295870,12708,22,1
295870,12191,23,0
296267,27695,1,0
296267,39812,2,0
296267,6046,3,1
296267,33768,4,0
296267,22935,5,1
296267,39558,6,1
296267,41556,7,0
296267,34126,8,0
296267,26717,9,0
296267,27744,10,1
296267,14223,11,1
296267,4799,12,1
296267,18234,13,1
296267,45007,14,0
296267,46979,15,1
296267,5769,16,0
297311,28985,1,0
297311,10644,2,1
297311,21137,3,0
297311,12206,4,0
297757,24925,1,1
297757,49235,2,0
297757,46955,3,1
297757,46155,4,1
297757,42380,5,0
297757,1202,6,1
297757,23543,7,0
297757,18370,8,0
297757,35221,9,0
297757,5206,10,1
297757,43421,11,0
297757,43138,12,0
297757,46350,13,0
297757,18243,14,0
297757,48476,15,0
297757,16508,16,0
297757,744,17,0
297757,8912,18,0
297757,22298,19,0
297757,30442,20,0
297757,26209,21,0
297757,17948,22,0
297757,32030,23,0
297757,28928,24,0
297757,46313,25,0
298014,49652,1,0
298014,11599,2,0
298014,17847,3,1
298014,2592,4,1
298014,15322,5,1
298014,3469,6,1
298014,28483,7,1
298014,21982,8,1
298014,21329,9,1
298480,24852,1,1
298480,19057,2,1
298480,32177,3,1
298480,39877,4,1
298480,44795,5,1
298480,22825,6,1
300116,36711,1,1
300116,15618,2,1
300116,10132,3,1
300116,28427,4,1
300116,36085,5,0
300116,21267,6,1
300120,11182,1,1
300120,890,2,1
300120,46802,3,1
300120,47766,4,1
300120,40545,5,1
300120,20574,6,1
300120,38273,7,1
300120,19446,8,1
300120,25093,9,1
300120,24852,10,1
300120,16083,11,1
300120,43961,12,1
300120,28849,13,1
300120,42244,14,1
300120,17352,15,1
300120,40604,16,1
301051,13176,1,1
301051,13252,2,1
301051,24184,3,0
301051,46979,4,1
301051,13848,5,1
301051,21553,6,1
301051,10666,7,0
301051,31553,8,0
301051,4086,9,0
301051,35749,10,0
301051,1940,11,0
301051,35168,12,0
301051,29506,13,1
301051,32004,14,1
301051,19325,15,0
301707,18842,1,0
301707,25268,2,0
301707,47951,3,1
302110,8736,1,1
302110,47209,2,1
302110,16759,3,1
302110,36070,4,1
302110,33000,5,1
302110,38383,6,1
302110,46969,7,1
302110,20198,8,1
302110,42315,9,1
302110,39928,10,1
302110,45063,11,1
302110,24964,12,1
302110,23765,13,1
302110,27966,14,1
302110,49383,15,1
302110,10749,16,1
302110,31912,17,1
302110,31727,18,1
302110,34243,19,1
302110,28263,20,0
302110,18499,21,1
302110,19311,22,1
302110,30898,23,1
302110,14663,24,1
302110,45603,25,1
302110,742,26,0
302110,47229,27,0
302110,24390,28,0
303104,5785,1,1
303104,23044,2,0
303104,46023,3,1
303104,6268,4,0
303104,21410,5,0
303104,41557,6,1
303104,34160,7,1
303104,28571,8,1
303104,19863,9,0
303104,285,10,0
303104,3873,11,0
303104,33198,12,0
303149,44142,1,0
303149,49683,2,0
303149,47766,3,0
303149,13536,4,0
303149,14168,5,0
304349,26209,1,1
304349,5785,2,1
304349,21910,3,1
304349,19057,4,1
304349,20899,5,1
304349,12756,6,1
304349,46906,7,1
304349,27001,8,0
304349,16757,9,1
304349,29989,10,1
304349,3952,11,1
304349,36956,12,0
304349,18618,13,0
304349,41844,14,1
304349,44632,15,1
304349,4831,16,0
304349,26317,17,0
305159,38739,1,0
305159,27104,2,0
305159,20561,3,1
305159,1069,4,0
305159,27623,5,1
305159,32747,6,1
305159,26689,7,1
305159,44570,8,1
305159,30778,9,0
305159,40009,10,0
305159,33671,11,0
305159,12115,12,1
305159,19505,13,0
305159,24826,14,0
305159,18792,15,0
305159,17841,16,0
305159,21076,17,1
305159,19511,18,1
305159,13611,19,1
305159,29807,20,0
305159,34055,21,0
305159,4562,22,0
305159,3183,23,0
307286,36164,1,0
307286,4472,2,1
307286,24852,3,1
307286,40604,4,1
307286,21137,5,1
307667,32014,1,1
307667,9690,2,0
307667,14084,3,1
307667,46802,4,1
307667,19057,5,1
307667,47823,6,1
307667,8339,7,1
307667,12686,8,0
307667,24535,9,0
307667,22935,10,1
307667,24750,11,0
307667,19019,12,1
307667,3896,13,1
307866,22035,1,1
307866,2748,2,1
307866,24852,3,1
307866,48171,4,1
307866,22935,5,1
307866,13838,6,1
307866,28928,7,1
307866,35108,8,1
307866,10749,9,1
307866,32857,10,1
307866,24526,11,1
307866,32486,12,1
307866,21903,13,1
307866,41220,14,0
307866,12980,15,0
307866,19261,16,0
307866,34050,17,0
307866,38012,18,1
307866,47766,19,0
308221,11712,1,1
308221,24852,2,1
308221,46906,3,1
308221,35221,4,1
308221,4605,5,1
308221,28204,6,1
308221,47766,7,1
308221,3843,8,1
308221,2295,9,1
308221,35939,10,0
308221,34358,11,1
308221,20734,12,1
308221,24385,13,1
308221,15290,14,0
308221,33000,15,1
308221,42342,16,0
309041,7806,1,0
309041,3724,2,0
309041,19677,3,1
309041,10025,4,1
309041,21616,5,1
309041,25005,6,1
309041,17794,7,1
309041,9092,8,1
309041,11130,9,1
309041,41544,10,0
309041,39558,11,1
309041,21903,12,1
309375,18234,1,1
309375,3464,2,1
309375,17794,3,1
309375,5818,4,1
309375,37647,5,1
309375,31073,6,1
309375,29987,7,1
309375,29801,8,1
309375,2086,9,1
309375,31717,10,1
309375,26090,11,0
309379,13176,1,1
309379,44514,2,0
309379,45007,3,0
309379,47626,4,1
309379,26940,5,0
309379,5991,6,0
309379,8424,7,1
309379,44795,8,1
309379,43967,9,1
309379,41290,10,0
309379,21137,11,1
309379,8193,12,0
309379,27845,13,1
309379,6873,14,0
309379,41665,15,0
309379,11136,16,0
309379,44359,17,0
309379,22935,18,1
311285,42309,1,1
311285,18564,2,1
311285,34379,3,1
311285,39190,4,1
311285,8193,5,1
311285,24489,6,1
311285,16168,7,1
311285,46802,8,1
311363,19405,1,1
311363,24799,2,1
311363,8309,3,1
311363,13263,4,1
311363,11448,5,1
311363,28465,6,1
311363,27705,7,1
311363,17429,8,1
311363,37029,9,1
312231,25552,1,1
312231,31506,2,1
313662,14947,1,1
313662,34050,2,1
313662,5564,3,0
313662,5353,4,0
313662,23233,5,0
313662,35902,6,1
313662,44912,7,0
314026,19953,1,1
314026,33852,2,1
314026,4895,3,1
314026,32115,4,1
314026,7146,5,1
314026,4932,6,1
314026,32156,7,1
314026,14875,8,1
314026,48812,9,1
314026,16223,10,1
314026,40348,11,1
314026,16696,12,1
314026,35124,13,1
314026,26308,14,1
314026,34573,15,1
314026,44799,16,1
314026,6139,17,1
314026,11497,18,1
314026,25745,19,1
314026,34063,20,1
314026,28299,21,1
314026,38959,22,1
314026,24832,23,1
314026,859,24,1
314026,8153,25,1
314026,1154,26,1
314026,42240,27,1
314026,44048,28,1
314026,6680,29,1
314026,4390,30,1
314026,34827,31,1
314026,21602,32,1
314026,36699,33,1
314026,18907,34,1
314026,29714,35,1
314026,29346,36,1
314026,13944,37,1
314026,30731,38,1
314026,25329,39,1
314026,21512,40,1
314135,21195,1,1
314135,19451,2,0
314135,15392,3,1
314135,30233,4,1
314135,39928,5,1
314135,11777,6,0
314135,35946,7,1
314135,13176,8,1
314135,12601,9,1
314135,40706,10,1
314135,30391,11,1
314135,22935,12,1
315635,20574,1,1
318030,5456,1,1
318030,8413,2,1
319324,39282,1,1
319324,432,2,1
319324,1464,3,1
319324,3389,4,1
319324,4347,5,1
319324,24852,6,1
319324,15999,7,1
319324,43205,8,1
319324,34466,9,1
319324,48723,10,1
319324,20919,11,1
319324,22695,12,1
319324,5819,13,1
319324,7364,14,1
319324,14136,15,0
319509,19660,1,1
319509,42701,2,0
319509,22842,3,0
319509,44910,4,1
319509,47766,5,1
319509,47209,6,1
319509,27845,7,1
319726,28204,1,1
319726,18049,2,1
319726,22831,3,1
319726,24852,4,1
319726,35914,5,1
319726,9192,6,1
319726,5450,7,1
319726,20463,8,1
319726,43199,9,1
319726,14161,10,1
319726,43352,11,0
319726,32864,12,0
319726,39844,13,1
319726,7901,14,1
319726,27801,15,1
319726,21296,16,0
319726,48118,17,0
319726,38996,18,0
320233,6587,1,0
320233,43154,2,0
322267,9339,1,1
322267,22227,2,1
322267,5250,3,1
322267,9020,4,1
322267,39363,5,1
322267,33788,6,1
322267,28985,7,1
322267,42342,8,1
322267,43961,9,1
322267,21903,10,1
322267,42495,11,0
322267,4605,12,1
322267,9480,13,0
322267,47763,14,0
322267,24009,15,0
322303,21376,1,1
322303,38159,2,1
322303,13176,3,1
322593,45633,1,1
322593,21938,2,1
322593,13740,3,1
322593,21955,4,1
322593,38456,5,1
322593,5194,6,1
322593,14453,7,1
322593,46969,8,1
322593,30385,9,1
322593,39877,10,1
322593,24852,11,1
322593,29616,12,1
322593,36717,13,1
322593,24372,14,1
322593,21903,15,1
322593,5025,16,1
322593,46979,17,1
323721,35359,1,1
323721,40997,2,0
323721,33613,3,0
323721,8153,4,0
323721,17794,5,1
323721,10193,6,1
323721,19003,7,1
323721,44570,8,1
323721,6252,9,1
323721,4595,10,1
323721,18078,11,0
323721,18359,12,0
323721,12496,13,1
323721,15094,14,1
323721,8424,15,1
323721,31954,16,1
323721,30191,17,0
323721,4290,18,1
323721,30183,19,0
323721,1330,20,0
323721,30850,21,1
323721,5794,22,0
323721,40214,23,1
323721,30340,24,0
323721,40310,25,1
323721,20738,26,0
323721,44799,27,1
323721,8670,28,1
323721,25591,29,0
323721,12872,30,1
323721,28480,31,0
323721,46804,32,0
323721,29886,33,1
323721,19078,34,0
323721,17791,35,0
323721,42329,36,1
323721,927,37,1
323721,36425,38,1
323721,21715,39,0
323721,12914,40,1
324429,39877,1,0
324429,21903,2,1
324429,24964,3,1
324429,13176,4,1
324429,21938,5,1
324429,47209,6,1
325429,31912,1,1
325429,39001,2,0
325429,33000,3,1
325939,2809,1,0
325939,47766,2,1
325939,24852,3,1
325939,43295,4,1
325939,31635,5,1
325939,28782,6,1
325939,38383,7,1
325939,28571,8,1
325939,28204,9,1
325939,28553,10,1
325939,21903,11,1
325939,48246,12,1
325939,2435,13,1
325939,4138,14,1
325939,38944,15,1
325939,1240,16,1
325939,5240,17,1
325939,34358,18,0
325939,13031,19,1
325939,12113,20,0
325939,38890,21,1
325939,46229,22,1
325939,34,23,1
325939,47626,24,1
325939,40706,25,1
326496,4276,1,1
326496,11930,2,0
326496,41119,3,1
326496,3142,4,0
326496,9390,5,1
326496,40627,6,0
326578,8048,1,1
326578,30827,2,1
326578,16797,3,1
326578,14159,4,1
326578,21292,5,1
326578,43352,6,1
326578,1957,7,1
326578,9387,8,1
326578,39408,9,0
326926,22067,1,1
326926,1393,2,1
326926,26124,3,1
326926,26372,4,1
326926,38889,5,1
326926,13083,6,1
326926,36519,7,0
327333,13966,1,1
327333,44632,2,1
327333,36534,3,1
327333,14197,4,1
327333,17245,5,1
327333,34660,6,0
327333,37291,7,0
327333,16281,8,0
328038,37876,1,0
328038,44987,2,0
328038,2078,3,0
328038,31653,4,0
328038,21903,5,0
328038,6046,6,0
328038,28278,7,0
328038,18434,8,0
328038,21334,9,0
328038,10246,10,0
328038,7021,11,0
328038,40198,12,0
328038,33754,13,0
328038,33787,14,0
328038,34993,15,0
328038,6532,16,0
328038,27392,17,0
328038,38127,18,0
328038,16970,19,0
328038,24857,20,0
328038,36550,21,0
328038,31257,22,0
328038,24852,23,0
328412,11512,1,1
328412,44632,2,0
328412,8174,3,1
328412,12614,4,1
328412,46206,5,0
328412,13212,6,0
328412,30066,7,1
328412,38777,8,1
329164,13755,1,1
329164,28204,2,1
329164,47890,3,1
329164,24852,4,1
329164,43352,5,1
329164,21553,6,1
329164,39993,7,1
329164,16920,8,1
329164,13733,9,0
329164,3856,10,1
329164,24831,11,1
329164,5716,12,1
329164,14897,13,0
329164,10613,14,1
329164,26834,15,0
329164,42736,16,0
329164,29078,17,0
329164,33747,18,0
329164,4516,19,0
329164,21959,20,0
329164,6427,21,0
329164,31785,22,0
329164,5098,23,0
329164,27323,24,0
329164,9810,25,1
329164,27796,26,0
329275,17630,1,1
329275,19354,2,1
329275,46906,3,1
329275,19057,4,1
329275,7781,5,1
329275,1940,6,1
329275,2086,7,1
329275,47144,8,1
329275,14992,9,1
329275,27644,10,0
329275,12340,11,0
329275,27156,12,0
329275,4376,13,0
329275,41844,14,0
329275,31433,15,0
330320,36737,1,1
330320,3093,2,0
330320,31270,3,1
330320,8025,4,1
330320,5499,5,0
330320,25230,6,1
330320,6151,7,1
331744,23393,1,0
331744,4341,2,0
331953,25890,1,1
331953,13176,2,1
331953,38739,3,1
331953,27966,4,1
331953,21783,5,0
331953,32277,6,0
331953,4210,7,1
331953,6343,8,1
331953,21137,9,1
331953,16882,10,0
331953,49683,11,1
331953,1215,12,1
331953,22935,13,1
331953,21267,14,1
331953,5240,15,1
331953,31927,16,1
331953,9515,17,1
331953,33731,18,0
331953,15290,19,1
331953,39431,20,1
331953,2716,21,1
331953,41806,22,0
331953,12060,23,0
331953,1577,24,0
331953,35050,25,0
331953,41817,26,0
331953,8273,27,1
334227,6218,1,1
334227,25466,2,1
334227,39929,3,1
334227,857,4,1
334227,3390,5,1
334227,34243,6,0
334227,31506,7,0
334227,37646,8,0
334782,11520,1,0
334782,29009,2,1
334782,34458,3,1
334782,48679,4,1
334782,23537,5,1
334782,43789,6,1
335354,11440,1,1
335354,6873,2,0
335354,24852,3,1
335354,21137,4,1
335354,2132,5,1
335354,45066,6,1
335354,4614,7,1
335354,10070,8,1
335354,42471,9,0
335354,22123,10,0
335354,20876,11,0
335354,19821,12,0
335354,24041,13,0
336965,35042,1,0
336965,4605,2,0
336965,25584,3,1
336965,33787,4,1
337210,40706,1,1
337210,45013,2,1
337210,38739,3,1
337210,39303,4,1
337210,21137,5,1
337210,37754,6,1
337210,31506,7,1
337210,41806,8,1
337210,27925,9,0
337637,25094,1,1
337637,26767,2,0
337637,18767,3,1
337637,15472,4,1
337637,34229,5,1
337637,15464,6,0
337637,16522,7,0
337637,10673,8,0
337637,28913,9,0
337637,32330,10,1
337879,16797,1,1
337879,41725,2,0
337879,11520,3,1
337879,45763,4,0
337879,25005,5,0
337879,46979,6,0
337879,15606,7,0
337879,39812,8,0
337879,5912,9,0
337879,24964,10,0
337879,8424,11,0
337879,2651,12,0
337879,43712,13,0
337879,37951,14,1
338347,36746,1,1
338347,30839,2,1
338347,13176,3,1
338347,5612,4,1
338347,28427,5,1
338347,8467,6,1
338347,30709,7,1
338347,13113,8,1
338347,22935,9,1
338347,6873,10,1
338347,4920,11,1
338347,21938,12,1
338347,24184,13,1
338347,13517,14,1
338347,30561,15,1
338347,41950,16,1
338347,28204,17,1
338347,41658,18,1
338347,44910,19,1
338347,5450,20,1
338347,21903,21,1
338347,48720,22,1
338347,24964,23,1
338347,37966,24,1
338347,19348,25,1
338347,22451,26,1
338347,5025,27,1
338347,8362,28,1
338347,21137,29,1
338347,19019,30,1
338347,13171,31,1
338347,26301,32,1
338347,42736,33,1
338347,13535,34,0
338347,38508,35,0
338347,32734,36,0
338347,15261,37,0
338347,12456,38,0
338347,32637,39,0
338347,9515,40,0
338347,33731,41,1
338347,5438,42,0
338650,25936,1,1
338650,15399,2,1
338650,31663,3,1
338650,35989,4,1
338650,13702,5,1
338650,5876,6,1
338650,35951,7,1
338650,14766,8,1
338650,13176,9,1
338650,48988,10,1
338650,44632,11,1
338650,33198,12,1
338650,8277,13,1
338650,27966,14,1
338650,43122,15,1
338650,14011,16,1
338650,46676,17,1
338650,47209,18,1
338650,28745,19,1
338650,44910,20,1
338650,21137,21,1
338755,14947,1,1
338755,47766,2,1
338755,40110,3,0
338755,47672,4,1
338755,43136,5,0
338755,37307,6,0
338755,27845,7,1
338755,34993,8,0
338755,40198,9,0
338755,11512,10,1
338755,17183,11,0
338755,35176,12,0
338755,26177,13,0
338755,25767,14,0
338755,27344,15,0
338755,25837,16,0
338755,47439,17,0
338755,46906,18,1
338755,11068,19,1
338755,6615,20,1
338755,5876,21,1
338755,11712,22,1
338755,46979,23,1
338755,44632,24,1
338755,20995,25,1
338755,11777,26,1
338755,46346,27,1
338755,45007,28,1
338755,44683,29,1
338755,40604,30,1
338755,19678,31,1
338755,30996,32,1
338755,7559,33,1
338755,15290,34,1
338755,37646,35,1
338755,29824,36,1
338755,17555,37,1
339280,46979,1,1
339280,38827,2,1
339280,5450,3,1
339280,17803,4,0
339280,29662,5,1
339280,1244,6,0
339280,27156,7,1
341730,43789,1,0
341730,28289,2,0
341730,41950,3,1
341730,34243,4,0
341730,19449,5,1
341730,46676,6,1
341730,18523,7,1
341730,37067,8,1
341730,38557,9,1
341730,47065,10,0
341730,21616,11,1
341730,4605,12,1
343726,30353,1,1
343726,47977,2,0
343726,7693,3,0
343726,10255,4,0
343773,16797,1,1
343773,37718,2,1
343773,29292,3,0
343773,19354,4,1
343773,17630,5,1
343773,27845,6,1
343773,33000,7,1
343773,23029,8,1
343773,42342,9,1
343773,36865,10,1
343773,21085,11,1
343773,42145,12,1
343773,34049,13,1
343773,8424,14,1
343773,24852,15,1
343773,43961,16,1
343773,47766,17,1
343773,39275,18,1
343773,28204,19,1
343773,44142,20,1
343773,45007,21,1
343773,17484,22,1
343773,20427,23,1
343773,12206,24,1
343773,14197,25,0
343773,1408,26,1
344337,23734,1,1
344337,49533,2,0
344337,44912,3,0
344337,13083,4,0
344745,8153,1,1
344745,49306,2,1
344745,29628,3,1
344745,32035,4,1
344745,46979,5,1
344745,45234,6,1
345489,42781,1,0
345489,41131,2,1
345489,927,3,1
345489,21948,4,1
345489,33065,5,1
345489,837,6,1
345489,1160,7,1
345489,38444,8,1
345489,2120,9,1
346255,49235,1,1
346255,24852,2,1
346255,28199,3,1
346255,6348,4,1
346255,11422,5,1
346255,6889,6,1
346255,24799,7,1
346255,35958,8,1
346255,39649,9,1
346255,38341,10,1
346255,22920,11,1
346255,30727,12,1
346255,47965,13,1
347492,22559,1,1
347492,31461,2,1
347492,9124,3,1
347492,9383,4,1
347492,19578,5,1
347492,42677,6,1
347492,12905,7,1
347492,37068,8,1
347582,24852,1,1
347582,45066,2,1
347582,16290,3,1
347582,48341,4,1
347582,33731,5,1
347582,21072,6,1
347605,44359,1,0
347605,35946,2,1
347605,43903,3,0
347605,31683,4,0
347605,44100,5,1
347605,43648,6,1
347605,40711,7,1
347605,42556,8,1
348148,33198,1,1
348148,20119,2,1
348148,24838,3,1
348148,6734,4,1
348148,7521,5,1
348148,11140,6,1
348148,43234,7,1
348148,28230,8,1
348148,33320,9,1
348148,38295,10,1
348148,19019,11,1
348271,21850,1,1
348271,27247,2,1
348271,36651,3,1
350217,21195,1,1
350217,14966,2,1
350253,39619,1,0
350253,12196,2,1
350253,16661,3,1
350253,2913,4,1
350253,30617,5,0
350253,32981,6,0
350253,8758,7,0
350253,17224,8,0
350253,6210,9,0
351892,37354,1,1
351892,49279,2,1
351892,26395,3,1
351892,30778,4,0
351892,6689,5,0
352761,43662,1,1
355173,14870,1,1
355173,43295,2,1
355173,22509,3,1
355173,47144,4,1
355173,39877,5,0
355180,5876,1,1
355180,41844,2,1
355180,38444,3,1
355180,34668,4,0
355180,4006,5,0
355180,5785,6,0
355180,38569,7,0
355180,49544,8,0
355421,38456,1,0
355421,3583,2,1
355421,47626,3,0
355421,27521,4,0
355421,15438,5,0
355421,23734,6,1
355421,21709,7,1
355421,31506,8,0
356512,5782,1,1
356512,17140,2,1
356512,10069,3,1
356528,13176,1,1
356528,27845,2,1
356528,2581,3,1
356528,14267,4,1
356528,28204,5,1
356528,35883,6,1
357137,10246,1,1
357137,5876,2,1
357137,13176,3,1
357137,8693,4,1
357137,33768,5,1
357137,17794,6,1
357137,30391,7,1
357137,31717,8,1
357137,45210,9,1
357137,9839,10,1
357137,27966,11,1
357137,18362,12,1
357137,6046,13,0
357137,21616,14,1
357137,29307,15,1
357137,32740,16,1
357137,22935,17,0
357137,12036,18,1
357137,12935,19,0
357137,34565,20,0
357137,8277,21,0
357137,42803,22,0
357137,3957,23,0
357181,13176,1,1
357181,34565,2,1
357181,45123,3,1
357181,23029,4,1
357181,17668,5,1
357181,39190,6,1
357181,15740,7,1
357181,46654,8,1
357181,19057,9,1
357394,5785,1,1
357394,18811,2,1
357394,13176,3,1
357394,44278,4,1
357394,38203,5,1
357394,40199,6,0
357394,48745,7,1
357394,21903,8,0
357394,45007,9,0
357546,329,1,1
357546,35951,2,1
357546,42617,3,0
357546,40821,4,0
357546,22935,5,1
357546,47209,6,1
357546,43086,7,0
357546,11140,8,1
357546,9839,9,1
357546,27104,10,1
357546,33000,11,1
357546,42169,12,0
357546,48223,13,0
357648,13176,1,1
357648,8193,2,1
357648,47280,3,0
357648,46667,4,0
357648,35749,5,1
357648,17794,6,0
357648,16262,7,0
359621,45113,1,1
359621,31395,2,1
359621,44267,3,1
359621,41290,4,1
359621,18988,5,1
359621,11463,6,1
359621,25232,7,1
359621,32156,8,1
359621,16826,9,1
359621,33198,10,1
359621,44375,11,1
359621,36618,12,0
359621,47626,13,1
359621,35921,14,1
360755,46886,1,1
360755,27966,2,1
360755,13176,3,1
360755,2966,4,1
360755,10409,5,1
360755,25691,6,1
360755,49141,7,1
360755,41665,8,1
360755,13866,9,1
360755,5460,10,1
360755,17183,11,1
360755,1940,12,1
360755,23323,13,1
360755,19005,14,1
360755,16965,15,1
360755,17321,16,1
360755,39002,17,0
360755,28931,18,1
360755,40002,19,1
360773,4388,1,0
360773,44359,2,0
360773,29487,3,1
360773,8670,4,1
360773,21903,5,1
360773,42701,6,1
360773,19370,7,0
360773,45788,8,1
360773,15386,9,0
360773,39374,10,0
360773,9808,11,0
360773,21938,12,1
360773,26668,13,0
360773,27683,14,0
360773,7461,15,0
360773,13176,16,0
360773,47766,17,1
360773,43352,18,0
360773,18557,19,0
360773,8809,20,0
360773,44269,21,0
362877,6182,1,1
362877,18564,2,1
363759,40604,1,0
363759,19180,2,1
363759,45437,3,1
363759,4473,4,1
363759,3339,5,0
363759,12419,6,0
363759,45007,7,0
363759,33731,8,1
363759,43789,9,1
363759,5876,10,1
363759,20383,11,0
363759,22935,12,1
363759,24964,13,1
363759,46667,14,1
363759,5785,15,1
363759,8297,16,1
365101,43352,1,1
365101,47966,2,0
365101,33129,3,1
365101,33846,4,0
365101,5819,5,0
365101,13385,6,0
365101,13010,7,0
365101,27323,8,0
365101,48871,9,1
365101,31589,10,0
365101,429,11,0
365101,16696,12,1
365101,21282,13,1
365101,26571,14,1
365101,48505,15,1
365101,48626,16,1
365101,54,17,1
365101,8460,18,0
365101,36206,19,1
365101,42627,20,1
365340,26458,1,1
365340,9387,2,1
365340,34067,3,1
365340,17122,4,1
365340,21501,5,1
365340,9623,6,0
365340,14002,7,1
365430,43295,1,1
365430,25659,2,1
365430,13176,3,1
365430,44632,4,1
365430,37646,5,1
365430,21137,6,1
365430,44359,7,1
365430,47209,8,1
365430,35935,9,1
365430,5161,10,0
365935,40877,1,0
365993,20660,1,1
365993,48238,2,0
365993,13176,3,1
365993,47766,4,1
366128,31764,1,1
366128,40009,2,1
366128,9076,3,1
366128,47144,4,1
366128,43263,5,1
366128,31663,6,1
366128,40338,7,1
366128,24273,8,1
366128,24442,9,1
366128,27796,10,1
366128,43867,11,0
367928,4605,1,0
367928,29487,2,1
367928,39408,3,0
367928,8174,4,0
367928,40604,5,1
367928,21137,6,1
367928,23236,7,1
367928,28934,8,1
367928,13535,9,0
367928,25824,10,0
367928,11580,11,0
368127,42972,1,1
368127,32463,2,1
368127,33316,3,1
368127,31992,4,0
368127,5586,5,0
368127,20066,6,0
368127,21070,7,0
368152,36216,1,1
368152,9507,2,0
368152,18594,3,1
368152,37335,4,0
368152,27966,5,0
368152,581,6,1
368152,10518,7,0
368563,29447,1,1
368563,27086,2,1
368563,34190,3,1
368563,16965,4,1
368563,1774,5,1
369918,42768,1,0
369918,24964,2,0
369918,44910,3,0
369918,7228,4,0
369918,24799,5,0
369918,9648,6,0
369918,2295,7,0
370097,16696,1,0
370097,41290,2,1
370097,21131,3,0
370097,3603,4,0
370097,10957,5,0
370097,14265,6,1
370097,39649,7,0
370097,40187,8,0
370097,20817,9,1
370097,33425,10,1
370470,21616,1,1
370470,3161,2,1
370470,47977,3,1
370470,43772,4,1
370470,24852,5,1
370470,11869,6,1
370470,13976,7,1
370470,49610,8,1
370470,44799,9,1
370470,47890,10,1
371040,30635,1,1
371040,5115,2,1
371040,3896,3,1
371040,18656,4,1
371040,37067,5,0
371040,35264,6,1
371040,34969,7,1
371040,8518,8,1
371131,36664,1,0
371131,14576,2,0
371131,23313,3,0
371131,25065,4,0
371131,20682,5,1
371131,13263,6,1
371131,39719,7,1
371131,26604,8,1
371131,16797,9,1
371131,27966,10,1
371131,30877,11,1
371131,31505,12,1
371131,16696,13,1
371131,21701,14,1
371131,39922,15,1
371131,15359,16,0
371131,17008,17,0
371131,4306,18,0
371131,33129,19,1
371131,49176,20,0
372516,5450,1,1
372516,13263,2,1
372516,21506,3,1
372516,27336,4,1
372516,16978,5,1
372516,47626,6,1
372516,17944,7,0
372516,27344,8,0
372516,34243,9,0
372516,8251,10,0
373212,44632,1,1
373212,44422,2,1
373212,35951,3,1
373212,43086,4,0
373212,8518,5,0
373212,5876,6,1
373212,41950,7,0
373212,40604,8,0
373212,10385,9,0
373212,34126,10,0
373212,2855,11,0
373212,47766,12,1
374148,32413,1,1
374148,15979,2,1
374148,44177,3,1
374148,7093,4,1
374148,2425,5,1
374148,15599,6,1
374148,22128,7,1
374148,24780,8,1
374148,30170,9,1
374148,32478,10,1
374148,14875,11,1
374148,7988,12,1
374148,35267,13,1
374148,29930,14,1
374148,42534,15,1
374148,2494,16,1
374148,37036,17,0
374148,44325,18,1
374148,9752,19,0
374148,42989,20,0
374148,6128,21,1
374148,38291,22,1
374148,25798,23,1
374148,8175,24,1
374148,45099,25,0
374148,27323,26,0
374148,27801,27,0
374148,6283,28,0
374148,11563,29,0
374148,44813,30,0
374148,12019,31,1
374148,36066,32,0
374148,40354,33,1
374148,29392,34,0
374148,4470,35,1
374148,21536,36,1
374148,41062,37,1
374148,43183,38,0
374148,30767,39,0
374148,26861,40,0
374148,1875,41,0
374148,2922,42,1
376890,5884,1,1
376890,4889,2,1
376890,18218,3,1
376890,29487,4,1
376890,36186,5,1
376890,6046,6,1
377810,28204,1,1
377810,13176,2,1
377810,3491,3,1
377810,1577,4,1
377810,23142,5,1
377810,15904,6,1
377810,47766,7,1
377810,27845,8,1
377810,2298,9,1
377810,41588,10,1
377810,260,11,1
377810,11777,12,1
377810,37646,13,1
377810,3020,14,1
377810,20161,15,1
377810,30489,16,1
377810,39475,17,1
377810,21903,18,1
377810,22935,19,1
377810,30233,20,1
377810,36550,21,1
377810,23025,22,1
377810,28849,23,1
377810,48679,24,1
377810,27104,25,1
377810,3142,26,1
377810,33746,27,1
377810,10017,28,1
377810,19048,29,1
377810,8518,30,1
377810,5373,31,1
377810,44987,32,1
377810,23165,33,1
377810,19678,34,1
377864,18078,1,1
377864,24852,2,1
377864,43295,3,1
377864,26209,4,1
377864,15290,5,1
377864,16349,6,1
377864,8277,7,1
377864,28465,8,1
377864,5322,9,1
377864,43662,10,1
377864,42265,11,1
377864,46676,12,1
378012,45066,1,1
378012,24852,2,1
378012,17949,3,1
378012,10761,4,1
378012,14084,5,1
378012,24850,6,1
378012,1364,7,1
378012,41844,8,1
378012,16198,9,1
378012,28759,10,0
378012,16154,11,0
381070,33401,1,1
381070,3957,2,1
381070,23650,3,1
381070,47626,4,1
381070,35503,5,1
381070,5450,6,1
381070,40706,7,1
381070,46979,8,1
381070,21903,9,1
381070,24799,10,1
381070,44739,11,1
381070,39322,12,1
381070,5757,13,1
381070,14490,14,1
381070,31376,15,1
381070,15342,16,1
381641,49683,1,1
381641,17461,2,1
381641,24852,3,1
381641,15290,4,1
381641,24184,5,1
