order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2781706,50352,prior,2,4,20,5.0
2253616,50352,prior,3,1,17,4.0
3083083,50352,prior,4,5,9,4.0
2137611,50352,prior,5,4,18,6.0
1685441,50352,prior,6,1,19,4.0
454381,50352,prior,7,4,18,3.0
1801677,50352,prior,8,0,19,3.0
1593873,50352,prior,9,2,17,2.0
2766626,50352,prior,10,4,0,30.0
3395554,50352,prior,11,6,10,2.0
1020253,50352,prior,12,1,13,9.0
2478555,50352,prior,13,3,17,2.0
3355509,50352,prior,14,4,18,15.0
2248063,50352,prior,15,0,9,3.0
1330757,50352,prior,16,5,11,5.0
1787161,50352,prior,17,3,20,5.0
502507,50352,prior,18,1,14,5.0
1638072,50352,prior,19,3,22,2.0
1293231,50352,prior,20,1,15,5.0
1394959,50352,prior,21,6,14,5.0
21283,50352,prior,22,5,9,6.0
1899620,50352,prior,23,2,11,11.0
474763,50352,prior,24,6,17,18.0
820486,50352,prior,25,0,18,1.0
2863480,50352,prior,26,1,13,1.0
1585516,50352,prior,27,3,18,2.0
2431910,50352,prior,28,6,13,3.0
2825007,50352,prior,29,2,12,3.0
3268663,50352,prior,30,2,20,21.0
2313578,50352,prior,31,1,11,6.0
2119414,50352,prior,32,3,21,2.0
1723674,50352,prior,33,2,16,13.0
1331088,50352,prior,34,5,0,3.0
1280986,50352,prior,35,0,19,2.0
2521968,50352,prior,36,1,14,8.0
869048,50352,prior,37,4,20,3.0
776934,50352,prior,38,5,17,8.0
1090348,50352,prior,39,6,10,1.0
1908495,50352,prior,40,1,17,2.0
768743,50352,prior,41,0,18,6.0
32567,50352,prior,42,1,13,1.0
1561316,50352,prior,43,2,15,1.0
2327704,50352,prior,44,3,18,1.0
1638659,50352,prior,45,6,13,3.0
307973,50352,prior,46,3,18,4.0
1517597,50352,prior,47,1,16,5.0
2083813,50352,prior,48,3,10,30.0
70362,50352,prior,49,1,9,12.0
83214,50352,prior,50,5,12,4.0
1051364,50352,prior,51,5,11,14.0
1472626,50352,prior,52,6,10,1.0
2340961,50352,train,53,5,15,6.0
3075267,50366,prior,1,1,19,
89479,50366,prior,2,6,16,30.0
2136039,50366,prior,3,3,13,30.0
1214902,50366,prior,4,6,16,30.0
2814974,50366,prior,5,6,23,14.0
460466,50366,prior,6,4,15,30.0
1780033,50366,prior,7,5,16,30.0
1598168,50366,train,8,4,17,30.0
3361480,50409,prior,1,0,10,
535013,50409,prior,2,6,10,13.0
69366,50409,prior,3,6,15,7.0
1510489,50409,prior,4,3,20,11.0
811704,50409,prior,5,0,17,4.0
2646019,50409,prior,6,1,19,8.0
2891135,50409,prior,7,0,16,6.0
3127003,50409,prior,8,3,18,10.0
1528251,50409,prior,9,4,18,15.0
1586510,50409,prior,10,6,18,16.0
1490138,50409,train,11,0,16,22.0
3347612,50430,prior,1,4,15,
550633,50430,prior,2,5,8,8.0
2480473,50430,prior,3,1,15,10.0
2479828,50430,prior,4,5,10,18.0
554124,50430,prior,5,4,8,6.0
450127,50430,prior,6,3,8,30.0
2405762,50430,prior,7,3,9,28.0
572375,50430,prior,8,2,8,30.0
3126353,50430,prior,9,1,13,20.0
111581,50430,prior,10,3,10,23.0
1094619,50430,prior,11,3,11,30.0
798890,50430,prior,12,2,9,13.0
1514398,50430,prior,13,0,16,12.0
3320999,50430,prior,14,5,10,30.0
1983370,50430,train,15,1,10,30.0
2206134,50445,prior,1,6,1,
60703,50445,prior,2,1,13,9.0
997882,50445,prior,3,0,20,30.0
2741059,50445,prior,4,6,19,13.0
1420431,50445,prior,5,2,22,24.0
2787697,50445,prior,6,2,19,14.0
2665651,50445,prior,7,4,22,9.0
1774842,50445,prior,8,1,19,30.0
3262356,50445,prior,9,6,21,5.0
2699576,50445,prior,10,1,18,2.0
611513,50445,prior,11,1,20,30.0
304571,50445,prior,12,2,18,15.0
3301984,50445,prior,13,5,15,10.0
1734888,50445,prior,14,1,16,30.0
3234319,50445,prior,15,6,11,12.0
1088369,50445,prior,16,5,12,6.0
412892,50445,prior,17,1,14,3.0
3325172,50445,prior,18,2,13,8.0
2038760,50445,prior,19,0,14,26.0
437348,50445,prior,20,0,13,7.0
1348919,50445,prior,21,5,11,19.0
3097900,50445,prior,22,3,1,5.0
2572445,50445,prior,23,0,18,4.0
114325,50445,prior,24,0,16,14.0
3360885,50445,train,25,6,14,13.0
750773,50500,prior,1,4,9,
782112,50500,prior,2,4,19,30.0
1147910,50500,prior,3,5,10,30.0
982610,50500,prior,4,3,14,12.0
338989,50500,prior,5,0,14,18.0
2622779,50500,prior,6,1,19,15.0
1405078,50500,train,7,6,11,30.0
342730,50555,prior,1,4,11,
562168,50555,prior,2,5,13,1.0
2455394,50555,prior,3,4,22,30.0
1758446,50555,prior,4,4,22,0.0
80119,50555,train,5,2,12,30.0
1130540,50704,prior,1,6,15,
1722600,50704,prior,2,4,16,12.0
700908,50704,prior,3,5,17,15.0
192757,50704,prior,4,5,10,14.0
237596,50704,prior,5,5,12,0.0
650212,50704,train,6,5,16,21.0
3338007,50723,prior,1,1,16,
1298409,50723,prior,2,3,18,2.0
206552,50723,prior,3,0,11,11.0
24994,50723,train,4,0,19,7.0
952456,50741,prior,1,6,12,
3253477,50741,prior,2,6,12,21.0
1594514,50741,prior,3,0,14,30.0
2589764,50741,prior,4,0,13,28.0
1753605,50741,prior,5,6,14,30.0
90930,50741,train,6,0,14,30.0
2504001,50743,prior,1,4,18,
841894,50743,prior,2,1,7,4.0
1979752,50743,prior,3,6,9,5.0
1305313,50743,prior,4,5,16,6.0
287897,50743,prior,5,5,17,0.0
164721,50743,prior,6,0,17,9.0
3060750,50743,prior,7,4,10,11.0
912476,50743,prior,8,3,6,13.0
1211747,50743,prior,9,0,22,4.0
103417,50743,prior,10,2,7,2.0
2944491,50743,prior,11,0,8,5.0
2603518,50743,prior,12,4,15,4.0
2726811,50743,prior,13,0,16,10.0
2460707,50743,prior,14,5,12,5.0
2870610,50743,prior,15,0,20,2.0
269136,50743,prior,16,4,16,11.0
912076,50743,prior,17,0,21,3.0
1815504,50743,prior,18,0,20,7.0
2469471,50743,prior,19,4,9,4.0
3266537,50743,prior,20,0,14,3.0
134848,50743,prior,21,5,8,5.0
1389141,50743,prior,22,3,7,5.0
3388798,50743,prior,23,0,19,4.0
763732,50743,prior,24,1,19,8.0
301666,50743,prior,25,5,9,4.0
2457296,50743,prior,26,4,7,6.0
574081,50743,prior,27,6,22,2.0
1452059,50743,prior,28,0,21,8.0
1525814,50743,prior,29,0,13,7.0
1677179,50743,prior,30,6,15,6.0
2175349,50743,prior,31,3,13,4.0
3277380,50743,prior,32,1,7,5.0
2600428,50743,prior,33,0,19,6.0
3124158,50743,prior,34,3,23,3.0
1505621,50743,prior,35,2,19,6.0
2541465,50743,prior,36,5,19,10.0
298140,50743,prior,37,3,9,5.0
78631,50743,prior,38,6,17,10.0
794681,50743,prior,39,1,14,9.0
125824,50743,prior,40,1,13,7.0
3209726,50743,prior,41,1,11,21.0
1923587,50743,prior,42,5,11,4.0
2267742,50743,prior,43,1,6,3.0
2785669,50743,prior,44,6,16,5.0
2874541,50743,prior,45,4,10,5.0
1348900,50743,prior,46,1,7,4.0
3301367,50743,prior,47,0,19,6.0
2934226,50743,prior,48,5,10,5.0
1796762,50743,prior,49,3,13,5.0
3178693,50743,prior,50,6,18,17.0
3333284,50743,prior,51,5,11,6.0
2704525,50743,prior,52,0,13,9.0
3224655,50743,prior,53,6,13,6.0
1559953,50743,prior,54,5,10,6.0
2299783,50743,prior,55,3,8,5.0
2007655,50743,prior,56,1,9,5.0
2656144,50743,prior,57,4,11,10.0
2935608,50743,prior,58,1,15,4.0
1383493,50743,prior,59,1,11,7.0
1368453,50743,train,60,2,17,1.0
2559672,50757,prior,1,0,16,
1277406,50757,prior,2,2,14,9.0
1292889,50757,prior,3,1,14,13.0
1873332,50757,prior,4,2,18,8.0
1407207,50757,prior,5,0,13,12.0
1875847,50757,prior,6,2,16,9.0
650436,50757,prior,7,5,16,10.0
1427455,50757,prior,8,1,14,30.0
1915641,50757,prior,9,4,11,10.0
1919228,50757,prior,10,4,17,7.0
171044,50757,prior,11,1,15,11.0
3384992,50757,prior,12,2,16,8.0
3046850,50757,prior,13,1,16,13.0
357372,50757,prior,14,1,15,14.0
1629998,50757,prior,15,1,17,7.0
1065159,50757,prior,16,2,15,8.0
506998,50757,prior,17,2,14,14.0
1508518,50757,prior,18,3,16,15.0
1044246,50757,prior,19,1,16,12.0
2526550,50757,prior,20,2,12,8.0
2543257,50757,prior,21,1,16,6.0
791019,50757,prior,22,4,18,17.0
2727624,50757,prior,23,1,15,11.0
1145327,50757,prior,24,1,10,7.0
696045,50757,prior,25,0,16,6.0
620975,50757,prior,26,1,17,8.0
2520448,50757,prior,27,1,16,7.0
1655084,50757,prior,28,3,16,9.0
2749948,50757,prior,29,3,15,7.0
965098,50757,prior,30,5,14,9.0
522382,50757,prior,31,1,17,10.0
86636,50757,prior,32,1,15,7.0
66920,50757,train,33,1,14,21.0
2380553,50828,prior,1,0,5,
1776760,50828,prior,2,0,9,7.0
2228356,50828,prior,3,2,9,9.0
254937,50828,prior,4,6,11,11.0
2064518,50828,prior,5,3,13,11.0
197669,50828,prior,6,2,17,30.0
1430525,50828,prior,7,4,9,16.0
873599,50828,prior,8,6,8,30.0
1604211,50828,prior,9,4,11,5.0
494642,50828,prior,10,5,13,30.0
157832,50828,prior,11,0,14,16.0
1000604,50828,prior,12,0,7,30.0
2853264,50828,prior,13,1,12,8.0
350253,50828,train,14,4,15,30.0
3393137,50843,prior,1,2,10,
571554,50843,prior,2,1,12,6.0
2782077,50843,prior,3,5,7,11.0
2678265,50843,prior,4,1,9,10.0
2742318,50843,prior,5,5,10,11.0
240656,50843,prior,6,0,8,23.0
513123,50843,prior,7,1,14,8.0
375575,50843,prior,8,5,14,11.0
2843272,50843,prior,9,3,8,5.0
158457,50843,prior,10,4,12,8.0
2477637,50843,prior,11,6,10,9.0
2189038,50843,prior,12,1,10,2.0
1349622,50843,prior,13,5,13,4.0
567416,50843,prior,14,5,12,7.0
1489757,50843,prior,15,4,20,6.0
2233263,50843,prior,16,4,12,14.0
1026601,50843,prior,17,1,8,4.0
303137,50843,prior,18,1,16,7.0
172019,50843,prior,19,6,12,5.0
2730128,50843,train,20,5,8,13.0
1532228,50852,prior,1,5,19,
951342,50852,prior,2,1,16,3.0
75661,50852,prior,3,1,12,21.0
1351869,50852,prior,4,1,12,30.0
2087654,50852,prior,5,0,16,13.0
154980,50852,prior,6,6,18,6.0
1071419,50852,prior,7,5,10,20.0
643969,50852,prior,8,1,12,24.0
1293931,50852,prior,9,0,19,6.0
93502,50852,prior,10,1,16,1.0
2808871,50852,train,11,4,19,3.0
2871945,50885,prior,1,0,15,
1586635,50885,prior,2,5,11,30.0
1874139,50885,prior,3,6,15,30.0
111426,50885,prior,4,0,17,8.0
1367986,50885,train,5,5,18,30.0
3215621,50888,prior,1,0,16,
248157,50888,prior,2,1,16,15.0
142605,50888,prior,3,6,14,5.0
810370,50888,prior,4,5,8,6.0
2515529,50888,train,5,5,10,7.0
2379417,50951,prior,1,5,9,
2662108,50951,prior,2,2,11,4.0
3375849,50951,prior,3,0,13,5.0
2969742,50951,prior,4,2,12,2.0
161169,50951,prior,5,0,10,5.0
134332,50951,prior,6,2,17,2.0
790226,50951,prior,7,4,13,9.0
2712811,50951,prior,8,4,16,7.0
2355039,50951,prior,9,1,10,4.0
2564312,50951,prior,10,2,7,8.0
1523213,50951,prior,11,4,7,16.0
3134781,50951,prior,12,1,9,4.0
2072900,50951,prior,13,5,8,4.0
733655,50951,prior,14,1,11,3.0
3254616,50951,prior,15,0,9,6.0
2492220,50951,prior,16,2,12,9.0
2781981,50951,prior,17,4,16,9.0
609213,50951,prior,18,5,17,1.0
1270005,50951,prior,19,1,12,24.0
2737328,50951,prior,20,0,11,6.0
2435587,50951,prior,21,5,13,5.0
176923,50951,prior,22,2,21,4.0
2843307,50951,prior,23,6,7,4.0
1987477,50951,prior,24,6,22,14.0
1122611,50951,prior,25,2,11,10.0
2954007,50951,prior,26,6,21,4.0
1194841,50951,prior,27,6,14,7.0
3063947,50951,prior,28,0,22,8.0
486289,50951,prior,29,0,8,7.0
2722667,50951,prior,30,0,9,7.0
2750172,50951,prior,31,4,6,18.0
3125437,50951,prior,32,0,13,10.0
1392210,50951,prior,33,0,21,7.0
2736215,50951,prior,34,6,15,6.0
3149603,50951,prior,35,1,13,9.0
2378433,50951,prior,36,0,7,6.0
2358930,50951,prior,37,2,16,2.0
1639525,50951,prior,38,1,7,6.0
1202447,50951,prior,39,6,12,12.0
3045935,50951,prior,40,5,22,6.0
1822046,50951,prior,41,5,12,14.0
2696687,50951,prior,42,5,13,7.0
1683580,50951,prior,43,0,16,2.0
2240657,50951,prior,44,5,9,5.0
2434482,50951,prior,45,2,12,4.0
3084609,50951,prior,46,0,13,12.0
68954,50951,prior,47,0,12,7.0
625833,50951,prior,48,6,8,13.0
2098329,50951,prior,49,1,15,9.0
646141,50951,prior,50,3,21,2.0
365430,50951,train,51,3,18,7.0
3219699,50953,prior,1,6,12,
2824010,50953,prior,2,5,18,6.0
76145,50953,prior,3,6,11,15.0
138459,50953,prior,4,5,19,6.0
1599393,50953,prior,5,5,17,7.0
2901806,50953,prior,6,1,1,30.0
1877889,50953,prior,7,4,16,3.0
975838,50953,prior,8,5,21,8.0
1394444,50953,train,9,0,14,2.0
234559,50972,prior,1,3,14,
1930028,50972,prior,2,3,16,7.0
2541644,50972,prior,3,6,11,30.0
1452966,50972,prior,4,6,10,14.0
2538768,50972,prior,5,3,19,25.0
3265944,50972,train,6,6,11,24.0
39985,51081,prior,1,2,16,
1193135,51081,prior,2,0,10,5.0
2451169,51081,prior,3,6,9,13.0
3358686,51081,prior,4,6,23,14.0
2090704,51081,prior,5,1,18,30.0
1950410,51081,prior,6,0,7,20.0
1111372,51081,train,7,5,8,19.0
1260231,51086,prior,1,4,11,
1753860,51086,prior,2,5,9,30.0
3168936,51086,prior,3,5,14,0.0
274432,51086,prior,4,5,12,7.0
168235,51086,prior,5,5,13,0.0
305213,51086,prior,6,3,11,12.0
1938240,51086,prior,7,4,11,8.0
2404215,51086,prior,8,1,8,11.0
371641,51086,prior,9,2,9,8.0
2445229,51086,prior,10,2,9,0.0
2105315,51086,prior,11,4,17,2.0
2772985,51086,prior,12,1,15,4.0
3287625,51086,prior,13,4,16,3.0
1404189,51086,prior,14,4,14,7.0
1484720,51086,prior,15,4,15,7.0
1447580,51086,prior,16,4,15,7.0
1383479,51086,prior,17,4,9,7.0
2525496,51086,prior,18,2,16,5.0
452152,51086,prior,19,1,15,6.0
39223,51086,prior,20,2,10,1.0
815160,51086,prior,21,5,15,3.0
2254199,51086,prior,22,3,16,5.0
1118941,51086,prior,23,3,15,7.0
997604,51086,prior,24,1,8,12.0
3061145,51086,prior,25,2,15,15.0
3110329,51086,prior,26,5,12,10.0
3136316,51086,prior,27,4,16,6.0
1508846,51086,prior,28,3,13,13.0
2648271,51086,prior,29,0,13,30.0
2570783,51086,prior,30,2,11,2.0
1843679,51086,prior,31,5,16,3.0
1623236,51086,prior,32,1,14,10.0
471519,51086,prior,33,5,11,4.0
1266797,51086,prior,34,2,9,11.0
920131,51086,prior,35,1,9,6.0
1535572,51086,prior,36,4,16,3.0
3371073,51086,prior,37,2,8,5.0
1618397,51086,prior,38,1,17,6.0
480380,51086,prior,39,2,13,15.0
321920,51086,prior,40,2,17,7.0
763917,51086,prior,41,4,10,9.0
1093336,51086,prior,42,2,10,5.0
234193,51086,prior,43,4,16,2.0
3285976,51086,prior,44,1,16,4.0
310574,51086,prior,45,1,13,7.0
3056376,51086,train,46,1,17,7.0
2640115,51098,prior,1,4,17,
2474231,51098,prior,2,6,11,30.0
169357,51098,prior,3,6,15,30.0
2354479,51098,train,4,6,13,30.0
1037842,51190,prior,1,1,9,
426045,51190,prior,2,0,13,30.0
1034986,51190,prior,3,2,13,30.0
1491404,51190,prior,4,6,12,4.0
3355995,51190,prior,5,6,14,14.0
598312,51190,prior,6,6,13,30.0
1183936,51190,prior,7,2,11,10.0
3151637,51190,prior,8,6,13,30.0
777223,51190,prior,9,1,17,2.0
3044162,51190,train,10,1,12,21.0
2812606,51219,prior,1,0,15,
3134386,51219,prior,2,0,11,7.0
2545824,51219,prior,3,0,10,21.0
284402,51219,prior,4,0,11,7.0
2080484,51219,prior,5,0,13,14.0
2900693,51219,prior,6,0,16,14.0
548422,51219,train,7,0,12,7.0
2008719,51242,prior,1,0,9,
1893585,51242,prior,2,5,12,30.0
2279983,51242,prior,3,3,11,30.0
1697209,51242,prior,4,0,17,30.0
3241078,51242,prior,5,5,20,30.0
3257536,51242,train,6,0,7,30.0
2184426,51263,prior,1,3,18,
1750990,51263,prior,2,5,8,9.0
1135591,51263,prior,3,2,19,4.0
45010,51263,prior,4,0,13,5.0
1716596,51263,prior,5,0,17,7.0
1532194,51263,prior,6,6,7,20.0
2496507,51263,prior,7,2,9,17.0
1473109,51263,prior,8,3,3,8.0
2554583,51263,prior,9,0,13,4.0
1766222,51263,prior,10,6,19,6.0
704650,51263,prior,11,1,14,2.0
1293085,51263,prior,12,4,15,3.0
1969678,51263,prior,13,0,8,3.0
2009797,51263,prior,14,4,14,4.0
1377264,51263,prior,15,1,9,4.0
1632074,51263,prior,16,5,16,4.0
1190435,51263,prior,17,1,13,3.0
82798,51263,prior,18,4,17,3.0
609009,51263,prior,19,2,15,5.0
2374629,51263,prior,20,0,15,5.0
1563706,51263,prior,21,6,16,6.0
2847320,51263,prior,22,5,16,6.0
193479,51263,prior,23,3,15,5.0
2150275,51263,prior,24,0,18,11.0
987960,51263,prior,25,3,16,3.0
15257,51263,prior,26,3,6,28.0
3349027,51263,prior,27,5,13,9.0
1926197,51263,prior,28,1,11,3.0
3043649,51263,prior,29,3,10,2.0
514864,51263,prior,30,6,13,3.0
1522811,51263,prior,31,4,16,5.0
2276654,51263,prior,32,5,15,1.0
1782175,51263,prior,33,1,13,3.0
713556,51263,prior,34,2,17,8.0
2140647,51263,prior,35,5,11,3.0
1852746,51263,prior,36,0,16,2.0
1268584,51263,prior,37,3,17,3.0
489811,51263,prior,38,5,14,9.0
1581076,51263,prior,39,2,18,11.0
691880,51263,prior,40,3,18,8.0
2478750,51263,prior,41,3,6,7.0
3162415,51263,prior,42,3,7,7.0
135703,51263,prior,43,1,8,12.0
1537633,51263,prior,44,0,15,6.0
2754499,51263,prior,45,3,9,17.0
2414149,51263,prior,46,2,12,6.0
2918811,51263,prior,47,3,16,8.0
3329377,51263,prior,48,5,14,9.0
1224705,51263,prior,49,0,14,30.0
1555075,51263,train,50,6,15,6.0
2040224,51284,prior,1,3,7,
1662630,51284,prior,2,2,8,30.0
479153,51284,prior,3,2,8,14.0
607948,51284,prior,4,4,9,9.0
2477704,51284,prior,5,3,14,6.0
3294301,51284,prior,6,1,18,19.0
912666,51284,train,7,2,10,8.0
2972028,51336,prior,1,4,16,
3277614,51336,prior,2,1,14,4.0
973855,51336,prior,3,3,13,9.0
76637,51336,prior,4,3,19,30.0
346417,51336,prior,5,6,11,10.0
2026711,51336,prior,6,5,22,30.0
39447,51336,prior,7,1,15,30.0
2477442,51336,prior,8,6,7,30.0
394287,51336,prior,9,2,15,24.0
1138301,51336,prior,10,5,13,17.0
2503822,51336,prior,11,4,14,13.0
335354,51336,train,12,1,13,25.0
1027116,51371,prior,1,3,16,
1163194,51371,prior,2,3,16,0.0
3383321,51371,prior,3,4,10,1.0
3200671,51371,prior,4,1,11,4.0
3322143,51371,prior,5,1,9,7.0
1760390,51371,prior,6,2,16,8.0
3012394,51371,prior,7,2,11,7.0
439038,51371,prior,8,4,10,9.0
1696827,51371,prior,9,5,13,1.0
1724264,51371,prior,10,5,11,21.0
1937473,51371,prior,11,1,14,3.0
3036717,51371,prior,12,4,12,10.0
1438214,51371,prior,13,2,10,30.0
3072336,51371,prior,14,4,13,9.0
3298846,51371,prior,15,2,19,12.0
3119675,51371,prior,16,3,9,1.0
2113934,51371,prior,17,6,10,10.0
2818391,51371,prior,18,5,12,20.0
2118369,51371,prior,19,5,10,14.0
147759,51371,prior,20,5,11,0.0
1181528,51371,prior,21,3,9,5.0
2247497,51371,prior,22,3,21,0.0
926023,51371,prior,23,1,12,12.0
772675,51371,prior,24,3,9,23.0
2081930,51371,prior,25,4,13,8.0
1728805,51371,prior,26,2,14,5.0
70718,51371,prior,27,1,13,13.0
2894862,51371,prior,28,5,13,18.0
1378160,51371,prior,29,4,13,13.0
1412145,51371,prior,30,5,9,15.0
1387423,51371,prior,31,5,19,7.0
163561,51371,prior,32,4,15,27.0
1102083,51371,prior,33,1,11,11.0
1637051,51371,prior,34,5,10,4.0
1203289,51371,prior,35,5,11,14.0
2674416,51371,prior,36,0,12,9.0
3348808,51371,train,37,4,22,4.0
2433771,51447,prior,1,0,12,
2758545,51447,prior,2,2,11,16.0
2208299,51447,prior,3,2,14,14.0
60511,51447,prior,4,3,9,8.0
686420,51447,prior,5,4,0,29.0
2734024,51447,prior,6,3,11,6.0
1392844,51447,prior,7,6,12,30.0
1215331,51447,prior,8,6,12,14.0
720028,51447,prior,9,4,18,30.0
3135481,51447,prior,10,0,21,30.0
2076959,51447,prior,11,5,11,30.0
863587,51447,prior,12,2,12,18.0
2276770,51447,train,13,2,10,30.0
2143655,51458,prior,1,2,9,
2865707,51458,prior,2,5,0,30.0
707311,51458,prior,3,0,19,30.0
1365610,51458,prior,4,0,18,14.0
794596,51458,prior,5,5,20,12.0
3116754,51458,prior,6,0,15,16.0
3052168,51458,prior,7,4,9,30.0
2642366,51458,train,8,1,12,30.0
3192525,51493,prior,1,5,13,
3298630,51493,prior,2,5,13,0.0
3132589,51493,prior,3,1,10,30.0
2038466,51493,train,4,4,13,10.0
2370022,51545,prior,1,5,20,
1126121,51545,prior,2,0,19,9.0
2362762,51545,prior,3,5,17,5.0
2750246,51545,prior,4,6,11,8.0
456245,51545,prior,5,2,7,10.0
2618017,51545,prior,6,0,16,5.0
250499,51545,prior,7,1,14,15.0
724451,51545,prior,8,1,18,14.0
1883441,51545,prior,9,1,12,7.0
1020611,51545,prior,10,0,19,6.0
69507,51545,prior,11,5,9,5.0
1256537,51545,prior,12,4,12,6.0
2881679,51545,prior,13,0,10,10.0
1145672,51545,prior,14,6,12,13.0
1858775,51545,prior,15,6,17,7.0
1054824,51545,prior,16,1,19,9.0
277552,51545,prior,17,6,12,5.0
1859867,51545,prior,18,0,11,8.0
1540232,51545,prior,19,0,11,7.0
84663,51545,prior,20,6,17,13.0
2946368,51545,prior,21,6,9,7.0
1043345,51545,prior,22,6,10,14.0
2671013,51545,prior,23,6,13,30.0
405992,51545,prior,24,6,12,21.0
2310291,51545,prior,25,4,20,26.0
2745718,51545,prior,26,6,18,9.0
240870,51545,prior,27,6,10,7.0
3040068,51545,prior,28,5,22,6.0
1821307,51545,train,29,3,21,5.0
128644,51558,prior,1,0,11,
1839795,51558,prior,2,0,12,7.0
784296,51558,prior,3,0,10,7.0
98618,51558,prior,4,6,14,6.0
205690,51558,prior,5,1,15,9.0
2302025,51558,prior,6,1,14,7.0
2274615,51558,prior,7,2,11,8.0
2832847,51558,train,8,1,13,6.0
640499,51560,prior,1,5,16,
437919,51560,prior,2,1,16,30.0
2443787,51560,prior,3,5,12,30.0
1283458,51560,train,4,0,18,9.0
2146264,51580,prior,1,2,0,
1562388,51580,prior,2,0,16,12.0
2418788,51580,prior,3,0,11,14.0
2801448,51580,prior,4,5,11,12.0
3141565,51580,prior,5,6,12,8.0
1166217,51580,prior,6,0,12,8.0
919506,51580,prior,7,0,20,7.0
673000,51580,prior,8,0,20,0.0
1451291,51580,prior,9,0,7,14.0
1020978,51580,prior,10,1,15,22.0
1891006,51580,prior,11,1,8,14.0
949252,51580,prior,12,1,18,7.0
1383436,51580,prior,13,5,18,4.0
662401,51580,prior,14,4,10,6.0
53374,51580,prior,15,5,9,8.0
849434,51580,prior,16,3,18,12.0
249362,51580,prior,17,6,16,3.0
1793816,51580,prior,18,3,18,4.0
1100836,51580,prior,19,0,12,11.0
3154647,51580,train,20,3,19,3.0
711053,51600,prior,1,6,22,
680679,51600,prior,2,0,0,15.0
2952003,51600,prior,3,0,14,30.0
3306819,51600,prior,4,1,6,8.0
3230439,51600,prior,5,6,17,5.0
180304,51600,train,6,6,8,30.0
1517359,51762,prior,1,2,18,
2125797,51762,prior,2,6,19,11.0
2856521,51762,prior,3,0,12,22.0
621867,51762,prior,4,2,17,16.0
3009044,51762,prior,5,1,16,20.0
76223,51762,prior,6,0,9,30.0
360833,51762,prior,7,6,10,20.0
681492,51762,prior,8,3,16,11.0
2682111,51762,train,9,1,17,26.0
1960296,51814,prior,1,1,14,
3082550,51814,prior,2,6,14,5.0
3399616,51814,prior,3,1,10,30.0
900729,51814,prior,4,6,10,12.0
3086603,51814,prior,5,2,15,3.0
525426,51814,prior,6,4,12,2.0
3348819,51814,prior,7,3,13,6.0
2743835,51814,prior,8,6,12,17.0
1880969,51814,prior,9,5,9,13.0
1168462,51814,prior,10,3,16,5.0
1784467,51814,prior,11,6,15,10.0
1071302,51814,prior,12,5,14,6.0
871434,51814,prior,13,4,12,6.0
2504136,51814,prior,14,6,9,9.0
1275450,51814,prior,15,3,11,18.0
1095425,51814,prior,16,3,16,7.0
1150526,51814,prior,17,6,9,3.0
641075,51814,prior,18,4,9,5.0
261582,51814,prior,19,6,15,2.0
1080916,51814,prior,20,1,12,9.0
1318226,51814,prior,21,3,10,2.0
2662922,51814,prior,22,1,11,5.0
1308652,51814,prior,23,3,8,16.0
2140712,51814,prior,24,0,5,4.0
99781,51814,prior,25,3,8,3.0
3206454,51814,prior,26,4,11,1.0
565816,51814,prior,27,4,11,28.0
647213,51814,prior,28,0,10,3.0
2311953,51814,prior,29,4,10,4.0
1516897,51814,prior,30,0,11,3.0
1199059,51814,prior,31,1,13,8.0
2268614,51814,prior,32,6,7,5.0
2587323,51814,prior,33,4,10,5.0
1030863,51814,prior,34,0,10,3.0
1538594,51814,prior,35,1,16,1.0
935511,51814,prior,36,2,11,1.0
2279205,51814,prior,37,0,9,5.0
819065,51814,prior,38,5,13,5.0
2475398,51814,prior,39,3,19,12.0
3168963,51814,prior,40,6,16,10.0
2254262,51814,prior,41,5,9,6.0
599734,51814,prior,42,6,13,15.0
108005,51814,prior,43,2,15,10.0
326926,51814,train,44,4,5,30.0
632044,51838,prior,1,5,15,
2506353,51838,prior,2,6,16,15.0
730076,51838,prior,3,5,20,6.0
1310700,51838,prior,4,0,12,2.0
542522,51838,prior,5,6,17,20.0
1917246,51838,prior,6,6,16,14.0
2447748,51838,prior,7,5,15,13.0
700277,51838,prior,8,2,13,11.0
3414043,51838,prior,9,3,10,1.0
769175,51838,prior,10,6,16,3.0
2509486,51838,prior,11,1,17,9.0
3290612,51838,prior,12,3,18,9.0
169632,51838,prior,13,4,22,8.0
294469,51838,prior,14,6,14,2.0
1841108,51838,prior,15,6,14,7.0
1651526,51838,prior,16,3,15,4.0
2763688,51838,prior,17,6,15,10.0
1692423,51838,prior,18,3,17,4.0
519389,51838,prior,19,6,16,3.0
3039854,51838,prior,20,5,14,6.0
965402,51838,prior,21,2,14,4.0
1578250,51838,prior,22,6,16,30.0
2245751,51838,prior,23,3,14,25.0
1469257,51838,prior,24,6,18,10.0
799689,51838,train,25,6,13,21.0
917939,51866,prior,1,0,18,
563421,51866,prior,2,1,11,15.0
2676540,51866,prior,3,6,9,5.0
3405340,51866,prior,4,6,16,30.0
2918523,51866,prior,5,4,18,19.0
3120161,51866,prior,6,6,18,23.0
2243480,51866,prior,7,0,13,8.0
2564246,51866,prior,8,6,9,13.0
